recording_id,speaker,audio_path,y_true,score,n_segments,mode,split,threshold,predicted_label,best_speaker,class_name,is_error,signed_margin,abs_margin
p226__p226_013_mic1,p226,VOiCES_devkit\source-16k\p226\p226_013_mic1.wav,0,0.2354099005460739,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.33459009945392615,0.33459009945392615
p226__p226_014_mic1,p226,VOiCES_devkit\source-16k\p226\p226_014_mic1.wav,0,0.4615391492843628,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.10846085071563727,0.10846085071563727
p226__p226_015_mic1,p226,VOiCES_devkit\source-16k\p226\p226_015_mic1.wav,0,0.1268567107617855,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.44314328923821455,0.44314328923821455
p226__p226_016_mic1,p226,VOiCES_devkit\source-16k\p226\p226_016_mic1.wav,0,0.3642725298802058,3,binary,train,0.5700000000000001,0,,not_allow,False,-0.20572747011979425,0.20572747011979425
p226__p226_017_mic1,p226,VOiCES_devkit\source-16k\p226\p226_017_mic1.wav,0,0.31780606508255005,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.25219393491745,0.25219393491745
p226__p226_018_mic1,p226,VOiCES_devkit\source-16k\p226\p226_018_mic1.wav,0,0.6618758141994476,2,binary,train,0.5700000000000001,1,,not_allow,True,0.09187581419944757,0.09187581419944757
p226__p226_019_mic1,p226,VOiCES_devkit\source-16k\p226\p226_019_mic1.wav,0,0.4964318225781123,3,binary,train,0.5700000000000001,0,,not_allow,False,-0.07356817742188776,0.07356817742188776
p226__p226_020_mic1,p226,VOiCES_devkit\source-16k\p226\p226_020_mic1.wav,0,0.5252392143011093,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.04476078569889075,0.04476078569889075
p226__p226_021_mic1,p226,VOiCES_devkit\source-16k\p226\p226_021_mic1.wav,0,0.4443959953884284,3,binary,train,0.5700000000000001,0,,not_allow,False,-0.12560400461157167,0.12560400461157167
p226__p226_022_mic1,p226,VOiCES_devkit\source-16k\p226\p226_022_mic1.wav,0,0.20092383523782095,3,binary,train,0.5700000000000001,0,,not_allow,False,-0.3690761647621791,0.3690761647621791
p226__p226_023_mic1,p226,VOiCES_devkit\source-16k\p226\p226_023_mic1.wav,0,0.4582933783531189,4,binary,train,0.5700000000000001,0,,not_allow,False,-0.11170662164688117,0.11170662164688117
p226__p226_024_mic1,p226,VOiCES_devkit\source-16k\p226\p226_024_mic1.wav,0,0.2253944290181001,3,binary,train,0.5700000000000001,0,,not_allow,False,-0.3446055709818999,0.3446055709818999
p226__p226_025_mic1,p226,VOiCES_devkit\source-16k\p226\p226_025_mic1.wav,0,0.5198226571083069,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.05017734289169318,0.05017734289169318
p226__p226_026_mic1,p226,VOiCES_devkit\source-16k\p226\p226_026_mic1.wav,0,0.9475256204605103,1,binary,train,0.5700000000000001,1,,not_allow,True,0.3775256204605102,0.3775256204605102
p226__p226_027_mic1,p226,VOiCES_devkit\source-16k\p226\p226_027_mic1.wav,0,0.7529857158660889,2,binary,train,0.5700000000000001,1,,not_allow,True,0.1829857158660888,0.1829857158660888
p226__p226_028_mic1,p226,VOiCES_devkit\source-16k\p226\p226_028_mic1.wav,0,0.2504602149128914,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.3195397850871087,0.3195397850871087
p226__p226_029_mic1,p226,VOiCES_devkit\source-16k\p226\p226_029_mic1.wav,0,0.5198735594749451,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.050126440525054994,0.050126440525054994
p226__p226_030_mic1,p226,VOiCES_devkit\source-16k\p226\p226_030_mic1.wav,0,0.8657373785972595,1,binary,train,0.5700000000000001,1,,not_allow,True,0.29573737859725946,0.29573737859725946
p226__p226_031_mic1,p226,VOiCES_devkit\source-16k\p226\p226_031_mic1.wav,0,0.16245479881763458,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.4075452011823655,0.4075452011823655
p226__p226_032_mic1,p226,VOiCES_devkit\source-16k\p226\p226_032_mic1.wav,0,0.7183910012245178,1,binary,train,0.5700000000000001,1,,not_allow,True,0.14839100122451776,0.14839100122451776
p226__p226_033_mic1,p226,VOiCES_devkit\source-16k\p226\p226_033_mic1.wav,0,0.6410627961158752,1,binary,train,0.5700000000000001,1,,not_allow,True,0.07106279611587518,0.07106279611587518
p226__p226_034_mic1,p226,VOiCES_devkit\source-16k\p226\p226_034_mic1.wav,0,0.6317098140716553,2,binary,train,0.5700000000000001,1,,not_allow,True,0.06170981407165521,0.06170981407165521
p226__p226_036_mic1,p226,VOiCES_devkit\source-16k\p226\p226_036_mic1.wav,0,0.4663905203342438,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.10360947966575629,0.10360947966575629
p226__p226_037_mic1,p226,VOiCES_devkit\source-16k\p226\p226_037_mic1.wav,0,0.38971614837646484,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.18028385162353522,0.18028385162353522
p226__p226_039_mic1,p226,VOiCES_devkit\source-16k\p226\p226_039_mic1.wav,0,0.41530051827430725,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.1546994817256928,0.1546994817256928
p226__p226_040_mic1,p226,VOiCES_devkit\source-16k\p226\p226_040_mic1.wav,0,0.8361138105392456,1,binary,train,0.5700000000000001,1,,not_allow,True,0.26611381053924554,0.26611381053924554
p226__p226_041_mic1,p226,VOiCES_devkit\source-16k\p226\p226_041_mic1.wav,0,0.3989706337451935,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.17102936625480658,0.17102936625480658
p226__p226_042_mic1,p226,VOiCES_devkit\source-16k\p226\p226_042_mic1.wav,0,0.4036409854888916,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.16635901451110846,0.16635901451110846
p226__p226_043_mic1,p226,VOiCES_devkit\source-16k\p226\p226_043_mic1.wav,0,0.5052415728569031,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.06475842714309699,0.06475842714309699
p226__p226_044_mic1,p226,VOiCES_devkit\source-16k\p226\p226_044_mic1.wav,0,0.9154875874519348,1,binary,train,0.5700000000000001,1,,not_allow,True,0.34548758745193475,0.34548758745193475
p226__p226_045_mic1,p226,VOiCES_devkit\source-16k\p226\p226_045_mic1.wav,0,0.08997852355241776,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.4800214764475823,0.4800214764475823
p226__p226_046_mic1,p226,VOiCES_devkit\source-16k\p226\p226_046_mic1.wav,0,0.5052642524242401,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.06473574757575995,0.06473574757575995
p226__p226_047_mic1,p226,VOiCES_devkit\source-16k\p226\p226_047_mic1.wav,0,0.4987506568431854,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.07124934315681464,0.07124934315681464
p226__p226_048_mic1,p226,VOiCES_devkit\source-16k\p226\p226_048_mic1.wav,0,0.389166921377182,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.18083307862281806,0.18083307862281806
p226__p226_049_mic1,p226,VOiCES_devkit\source-16k\p226\p226_049_mic1.wav,0,0.7471566796302795,1,binary,train,0.5700000000000001,1,,not_allow,True,0.17715667963027948,0.17715667963027948
p226__p226_050_mic1,p226,VOiCES_devkit\source-16k\p226\p226_050_mic1.wav,0,0.529820442199707,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.04017955780029303,0.04017955780029303
p226__p226_051_mic1,p226,VOiCES_devkit\source-16k\p226\p226_051_mic1.wav,0,0.7806344032287598,1,binary,train,0.5700000000000001,1,,not_allow,True,0.2106344032287597,0.2106344032287597
p226__p226_052_mic1,p226,VOiCES_devkit\source-16k\p226\p226_052_mic1.wav,0,0.4260315001010895,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.14396849989891058,0.14396849989891058
p226__p226_053_mic1,p226,VOiCES_devkit\source-16k\p226\p226_053_mic1.wav,0,0.07318423688411713,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.49681576311588294,0.49681576311588294
p226__p226_054_mic1,p226,VOiCES_devkit\source-16k\p226\p226_054_mic1.wav,0,0.257997777312994,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.31200222268700606,0.31200222268700606
p226__p226_055_mic1,p226,VOiCES_devkit\source-16k\p226\p226_055_mic1.wav,0,0.6318714916706085,2,binary,train,0.5700000000000001,1,,not_allow,True,0.06187149167060846,0.06187149167060846
p226__p226_056_mic1,p226,VOiCES_devkit\source-16k\p226\p226_056_mic1.wav,0,0.14544397592544556,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.4245560240745545,0.4245560240745545
p226__p226_057_mic1,p226,VOiCES_devkit\source-16k\p226\p226_057_mic1.wav,0,0.39894548058509827,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.1710545194149018,0.1710545194149018
p226__p226_058_mic1,p226,VOiCES_devkit\source-16k\p226\p226_058_mic1.wav,0,0.7865986227989197,1,binary,train,0.5700000000000001,1,,not_allow,True,0.21659862279891962,0.21659862279891962
p226__p226_059_mic1,p226,VOiCES_devkit\source-16k\p226\p226_059_mic1.wav,0,0.22261294722557068,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.3473870527744294,0.3473870527744294
p226__p226_060_mic1,p226,VOiCES_devkit\source-16k\p226\p226_060_mic1.wav,0,0.8016114234924316,1,binary,train,0.5700000000000001,1,,not_allow,True,0.23161142349243158,0.23161142349243158
p226__p226_061_mic1,p226,VOiCES_devkit\source-16k\p226\p226_061_mic1.wav,0,0.6459609866142273,2,binary,train,0.5700000000000001,1,,not_allow,True,0.07596098661422723,0.07596098661422723
p226__p226_062_mic1,p226,VOiCES_devkit\source-16k\p226\p226_062_mic1.wav,0,0.9116511344909668,1,binary,train,0.5700000000000001,1,,not_allow,True,0.34165113449096673,0.34165113449096673
p226__p226_063_mic1,p226,VOiCES_devkit\source-16k\p226\p226_063_mic1.wav,0,0.6413595080375671,1,binary,train,0.5700000000000001,1,,not_allow,True,0.07135950803756708,0.07135950803756708
p226__p226_064_mic1,p226,VOiCES_devkit\source-16k\p226\p226_064_mic1.wav,0,0.8363248705863953,1,binary,train,0.5700000000000001,1,,not_allow,True,0.2663248705863952,0.2663248705863952
p226__p226_065_mic1,p226,VOiCES_devkit\source-16k\p226\p226_065_mic1.wav,0,0.8078626394271851,1,binary,train,0.5700000000000001,1,,not_allow,True,0.237862639427185,0.237862639427185
p226__p226_066_mic1,p226,VOiCES_devkit\source-16k\p226\p226_066_mic1.wav,0,0.7666003108024597,1,binary,train,0.5700000000000001,1,,not_allow,True,0.19660031080245965,0.19660031080245965
p226__p226_067_mic1,p226,VOiCES_devkit\source-16k\p226\p226_067_mic1.wav,0,0.500052809715271,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.06994719028472907,0.06994719028472907
p226__p226_068_mic1,p226,VOiCES_devkit\source-16k\p226\p226_068_mic1.wav,0,0.8062487840652466,1,binary,train,0.5700000000000001,1,,not_allow,True,0.23624878406524652,0.23624878406524652
p226__p226_069_mic1,p226,VOiCES_devkit\source-16k\p226\p226_069_mic1.wav,0,0.2818188965320587,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.28818110346794135,0.28818110346794135
p226__p226_070_mic1,p226,VOiCES_devkit\source-16k\p226\p226_070_mic1.wav,0,0.6005013883113861,2,binary,train,0.5700000000000001,1,,not_allow,True,0.030501388311386046,0.030501388311386046
p226__p226_071_mic1,p226,VOiCES_devkit\source-16k\p226\p226_071_mic1.wav,0,0.19851157814264297,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.3714884218573571,0.3714884218573571
p226__p226_072_mic1,p226,VOiCES_devkit\source-16k\p226\p226_072_mic1.wav,0,0.21414418518543243,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.35585581481456763,0.35585581481456763
p226__p226_073_mic1,p226,VOiCES_devkit\source-16k\p226\p226_073_mic1.wav,0,0.9021687507629395,1,binary,train,0.5700000000000001,1,,not_allow,True,0.3321687507629394,0.3321687507629394
p226__p226_074_mic1,p226,VOiCES_devkit\source-16k\p226\p226_074_mic1.wav,0,0.5518842339515686,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.01811576604843146,0.01811576604843146
p226__p226_075_mic1,p226,VOiCES_devkit\source-16k\p226\p226_075_mic1.wav,0,0.8389391303062439,1,binary,train,0.5700000000000001,1,,not_allow,True,0.26893913030624383,0.26893913030624383
p226__p226_076_mic1,p226,VOiCES_devkit\source-16k\p226\p226_076_mic1.wav,0,0.1885250061750412,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.38147499382495886,0.38147499382495886
p226__p226_077_mic1,p226,VOiCES_devkit\source-16k\p226\p226_077_mic1.wav,0,0.8399381041526794,1,binary,train,0.5700000000000001,1,,not_allow,True,0.2699381041526794,0.2699381041526794
p226__p226_078_mic1,p226,VOiCES_devkit\source-16k\p226\p226_078_mic1.wav,0,0.7602773308753967,1,binary,train,0.5700000000000001,1,,not_allow,True,0.19027733087539667,0.19027733087539667
p226__p226_079_mic1,p226,VOiCES_devkit\source-16k\p226\p226_079_mic1.wav,0,0.4690660238265991,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.10093397617340094,0.10093397617340094
p226__p226_080_mic1,p226,VOiCES_devkit\source-16k\p226\p226_080_mic1.wav,0,0.228336151689291,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.34166384831070906,0.34166384831070906
p226__p226_082_mic1,p226,VOiCES_devkit\source-16k\p226\p226_082_mic1.wav,0,0.315113365650177,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.25488663434982306,0.25488663434982306
p226__p226_083_mic1,p226,VOiCES_devkit\source-16k\p226\p226_083_mic1.wav,0,0.3886953890323639,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.18130461096763617,0.18130461096763617
p226__p226_084_mic1,p226,VOiCES_devkit\source-16k\p226\p226_084_mic1.wav,0,0.6825670897960663,2,binary,train,0.5700000000000001,1,,not_allow,True,0.11256708979606622,0.11256708979606622
p226__p226_085_mic1,p226,VOiCES_devkit\source-16k\p226\p226_085_mic1.wav,0,0.5902313590049744,1,binary,train,0.5700000000000001,1,,not_allow,True,0.020231359004974303,0.020231359004974303
p226__p226_086_mic1,p226,VOiCES_devkit\source-16k\p226\p226_086_mic1.wav,0,0.9013234972953796,1,binary,train,0.5700000000000001,1,,not_allow,True,0.3313234972953796,0.3313234972953796
p226__p226_088_mic1,p226,VOiCES_devkit\source-16k\p226\p226_088_mic1.wav,0,0.44974926114082336,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.1202507388591767,0.1202507388591767
p226__p226_089_mic1,p226,VOiCES_devkit\source-16k\p226\p226_089_mic1.wav,0,0.7911661267280579,1,binary,train,0.5700000000000001,1,,not_allow,True,0.2211661267280578,0.2211661267280578
p226__p226_090_mic1,p226,VOiCES_devkit\source-16k\p226\p226_090_mic1.wav,0,0.11955682188272476,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.4504431781172753,0.4504431781172753
p226__p226_091_mic1,p226,VOiCES_devkit\source-16k\p226\p226_091_mic1.wav,0,0.8350527286529541,1,binary,train,0.5700000000000001,1,,not_allow,True,0.26505272865295404,0.26505272865295404
p226__p226_092_mic1,p226,VOiCES_devkit\source-16k\p226\p226_092_mic1.wav,0,0.267658531665802,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.30234146833419806,0.30234146833419806
p226__p226_093_mic1,p226,VOiCES_devkit\source-16k\p226\p226_093_mic1.wav,0,0.8512972593307495,1,binary,train,0.5700000000000001,1,,not_allow,True,0.28129725933074945,0.28129725933074945
p226__p226_094_mic1,p226,VOiCES_devkit\source-16k\p226\p226_094_mic1.wav,0,0.7140558958053589,1,binary,train,0.5700000000000001,1,,not_allow,True,0.14405589580535882,0.14405589580535882
p226__p226_095_mic1,p226,VOiCES_devkit\source-16k\p226\p226_095_mic1.wav,0,0.3508042097091675,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.21919579029083258,0.21919579029083258
p226__p226_096_mic1,p226,VOiCES_devkit\source-16k\p226\p226_096_mic1.wav,0,0.267309308052063,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.3026906919479371,0.3026906919479371
p226__p226_097_mic1,p226,VOiCES_devkit\source-16k\p226\p226_097_mic1.wav,0,0.050925515592098236,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.5190744844079018,0.5190744844079018
p226__p226_098_mic1,p226,VOiCES_devkit\source-16k\p226\p226_098_mic1.wav,0,0.9308996796607971,1,binary,train,0.5700000000000001,1,,not_allow,True,0.36089967966079706,0.36089967966079706
p226__p226_099_mic1,p226,VOiCES_devkit\source-16k\p226\p226_099_mic1.wav,0,0.48561792075634,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.08438207924366004,0.08438207924366004
p226__p226_100_mic1,p226,VOiCES_devkit\source-16k\p226\p226_100_mic1.wav,0,0.710969865322113,1,binary,train,0.5700000000000001,1,,not_allow,True,0.14096986532211297,0.14096986532211297
p226__p226_101_mic1,p226,VOiCES_devkit\source-16k\p226\p226_101_mic1.wav,0,0.9236035346984863,1,binary,train,0.5700000000000001,1,,not_allow,True,0.35360353469848627,0.35360353469848627
p226__p226_102_mic1,p226,VOiCES_devkit\source-16k\p226\p226_102_mic1.wav,0,0.5752478241920471,1,binary,train,0.5700000000000001,1,,not_allow,True,0.005247824192047057,0.005247824192047057
p226__p226_103_mic1,p226,VOiCES_devkit\source-16k\p226\p226_103_mic1.wav,0,0.33832547068595886,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.2316745293140412,0.2316745293140412
p226__p226_104_mic1,p226,VOiCES_devkit\source-16k\p226\p226_104_mic1.wav,0,0.4498821198940277,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.12011788010597235,0.12011788010597235
p226__p226_105_mic1,p226,VOiCES_devkit\source-16k\p226\p226_105_mic1.wav,0,0.18995413184165955,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.3800458681583405,0.3800458681583405
p226__p226_106_mic1,p226,VOiCES_devkit\source-16k\p226\p226_106_mic1.wav,0,0.2093464583158493,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.36065354168415076,0.36065354168415076
p226__p226_107_mic1,p226,VOiCES_devkit\source-16k\p226\p226_107_mic1.wav,0,0.7455999851226807,1,binary,train,0.5700000000000001,1,,not_allow,True,0.1755999851226806,0.1755999851226806
p226__p226_108_mic1,p226,VOiCES_devkit\source-16k\p226\p226_108_mic1.wav,0,0.1775156855583191,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.39248431444168097,0.39248431444168097
p226__p226_109_mic1,p226,VOiCES_devkit\source-16k\p226\p226_109_mic1.wav,0,0.858559250831604,1,binary,train,0.5700000000000001,1,,not_allow,True,0.28855925083160394,0.28855925083160394
p226__p226_110_mic1,p226,VOiCES_devkit\source-16k\p226\p226_110_mic1.wav,0,0.74430912733078,1,binary,train,0.5700000000000001,1,,not_allow,True,0.17430912733077997,0.17430912733077997
p226__p226_111_mic1,p226,VOiCES_devkit\source-16k\p226\p226_111_mic1.wav,0,0.6526602506637573,1,binary,train,0.5700000000000001,1,,not_allow,True,0.08266025066375726,0.08266025066375726
p226__p226_112_mic1,p226,VOiCES_devkit\source-16k\p226\p226_112_mic1.wav,0,0.3938772976398468,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.17612270236015326,0.17612270236015326
p226__p226_113_mic1,p226,VOiCES_devkit\source-16k\p226\p226_113_mic1.wav,0,0.07265117764472961,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.49734882235527045,0.49734882235527045
p226__p226_114_mic1,p226,VOiCES_devkit\source-16k\p226\p226_114_mic1.wav,0,0.050467636436223984,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.5195323635637761,0.5195323635637761
p226__p226_115_mic1,p226,VOiCES_devkit\source-16k\p226\p226_115_mic1.wav,0,0.8791536688804626,1,binary,train,0.5700000000000001,1,,not_allow,True,0.3091536688804626,0.3091536688804626
p226__p226_116_mic1,p226,VOiCES_devkit\source-16k\p226\p226_116_mic1.wav,0,0.6787232160568237,1,binary,train,0.5700000000000001,1,,not_allow,True,0.10872321605682367,0.10872321605682367
p226__p226_117_mic1,p226,VOiCES_devkit\source-16k\p226\p226_117_mic1.wav,0,0.5398610830307007,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.03013891696929938,0.03013891696929938
p226__p226_118_mic1,p226,VOiCES_devkit\source-16k\p226\p226_118_mic1.wav,0,0.7735719382762909,2,binary,train,0.5700000000000001,1,,not_allow,True,0.20357193827629083,0.20357193827629083
p226__p226_119_mic1,p226,VOiCES_devkit\source-16k\p226\p226_119_mic1.wav,0,0.2963339686393738,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.2736660313606263,0.2736660313606263
p226__p226_120_mic1,p226,VOiCES_devkit\source-16k\p226\p226_120_mic1.wav,0,0.37203530967235565,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.1979646903276444,0.1979646903276444
p226__p226_121_mic1,p226,VOiCES_devkit\source-16k\p226\p226_121_mic1.wav,0,0.8518401980400085,1,binary,train,0.5700000000000001,1,,not_allow,True,0.2818401980400085,0.2818401980400085
p226__p226_122_mic1,p226,VOiCES_devkit\source-16k\p226\p226_122_mic1.wav,0,0.02972216671332717,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.5402778332866729,0.5402778332866729
p226__p226_124_mic1,p226,VOiCES_devkit\source-16k\p226\p226_124_mic1.wav,0,0.4277644008398056,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.14223559916019446,0.14223559916019446
p226__p226_125_mic1,p226,VOiCES_devkit\source-16k\p226\p226_125_mic1.wav,0,0.3251672685146332,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.24483273148536688,0.24483273148536688
p226__p226_126_mic1,p226,VOiCES_devkit\source-16k\p226\p226_126_mic1.wav,0,0.8002194762229919,1,binary,train,0.5700000000000001,1,,not_allow,True,0.23021947622299188,0.23021947622299188
p226__p226_127_mic1,p226,VOiCES_devkit\source-16k\p226\p226_127_mic1.wav,0,0.14670121297240257,2,binary,train,0.5700000000000001,0,,not_allow,False,-0.4232987870275975,0.4232987870275975
p226__p226_128_mic1,p226,VOiCES_devkit\source-16k\p226\p226_128_mic1.wav,0,0.6714291572570801,1,binary,train,0.5700000000000001,1,,not_allow,True,0.10142915725708002,0.10142915725708002
p226__p226_129_mic1,p226,VOiCES_devkit\source-16k\p226\p226_129_mic1.wav,0,0.7799032330513,1,binary,train,0.5700000000000001,1,,not_allow,True,0.2099032330513,0.2099032330513
p226__p226_130_mic1,p226,VOiCES_devkit\source-16k\p226\p226_130_mic1.wav,0,0.29818060994148254,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.2718193900585175,0.2718193900585175
p226__p226_131_mic1,p226,VOiCES_devkit\source-16k\p226\p226_131_mic1.wav,0,0.04129890352487564,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.5287010964751244,0.5287010964751244
p226__p226_132_mic1,p226,VOiCES_devkit\source-16k\p226\p226_132_mic1.wav,0,0.01727091148495674,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.5527290885150433,0.5527290885150433
p226__p226_133_mic1,p226,VOiCES_devkit\source-16k\p226\p226_133_mic1.wav,0,0.36036258935928345,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.20963741064071661,0.20963741064071661
p226__p226_134_mic1,p226,VOiCES_devkit\source-16k\p226\p226_134_mic1.wav,0,0.7446195483207703,1,binary,train,0.5700000000000001,1,,not_allow,True,0.1746195483207702,0.1746195483207702
p226__p226_135_mic1,p226,VOiCES_devkit\source-16k\p226\p226_135_mic1.wav,0,0.5663959383964539,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.0036040616035462048,0.0036040616035462048
p226__p226_136_mic1,p226,VOiCES_devkit\source-16k\p226\p226_136_mic1.wav,0,0.7559243142604828,2,binary,train,0.5700000000000001,1,,not_allow,True,0.18592431426048273,0.18592431426048273
p226__p226_137_mic1,p226,VOiCES_devkit\source-16k\p226\p226_137_mic1.wav,0,0.6690988540649414,1,binary,train,0.5700000000000001,1,,not_allow,True,0.09909885406494134,0.09909885406494134
p226__p226_138_mic1,p226,VOiCES_devkit\source-16k\p226\p226_138_mic1.wav,0,0.2499883472919464,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.32001165270805365,0.32001165270805365
p226__p226_139_mic1,p226,VOiCES_devkit\source-16k\p226\p226_139_mic1.wav,0,0.7488538026809692,1,binary,train,0.5700000000000001,1,,not_allow,True,0.17885380268096918,0.17885380268096918
p226__p226_140_mic1,p226,VOiCES_devkit\source-16k\p226\p226_140_mic1.wav,0,0.13233265280723572,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.43766734719276434,0.43766734719276434
p226__p226_141_mic1,p226,VOiCES_devkit\source-16k\p226\p226_141_mic1.wav,0,0.37836527824401855,1,binary,train,0.5700000000000001,0,,not_allow,False,-0.1916347217559815,0.1916347217559815
p226__p226_142_mic1,p226,VOiCES_devkit\source-16k\p226\p226_142_mic1.wav,0,0.8143011331558228,1,binary,train,0.5700000000000001,1,,not_allow,True,0.2443011331558227,0.2443011331558227
