recording_id,speaker,label,class_name,split,audio_path,segment_index,segment_path,sr,segment_seconds,original_seconds,processed_seconds
sp0159__Lab41-SRI-VOiCES-src-sp0159-ch121902-sg0018,sp0159,0,not_allow,test,VOiCES_devkit\source-16k\sp0159\Lab41-SRI-VOiCES-src-sp0159-ch121902-sg0018.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0159\sp0159__Lab41-SRI-VOiCES-src-sp0159-ch121902-sg0018__seg0004.wav,16000,3.0,16.54,16.192
sp0159__Lab41-SRI-VOiCES-src-sp0159-ch121902-sg0018,sp0159,0,not_allow,test,VOiCES_devkit\source-16k\sp0159\Lab41-SRI-VOiCES-src-sp0159-ch121902-sg0018.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0159\sp0159__Lab41-SRI-VOiCES-src-sp0159-ch121902-sg0018__seg0005.wav,16000,3.0,16.54,16.192
sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010,sp0159,0,not_allow,test,VOiCES_devkit\source-16k\sp0159\Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0159\sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010__seg0000.wav,16000,3.0,16.63,16.032
sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010,sp0159,0,not_allow,test,VOiCES_devkit\source-16k\sp0159\Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0159\sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010__seg0001.wav,16000,3.0,16.63,16.032
sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010,sp0159,0,not_allow,test,VOiCES_devkit\source-16k\sp0159\Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0159\sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010__seg0002.wav,16000,3.0,16.63,16.032
sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010,sp0159,0,not_allow,test,VOiCES_devkit\source-16k\sp0159\Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0159\sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010__seg0003.wav,16000,3.0,16.63,16.032
sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010,sp0159,0,not_allow,test,VOiCES_devkit\source-16k\sp0159\Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0159\sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010__seg0004.wav,16000,3.0,16.63,16.032
sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010,sp0159,0,not_allow,test,VOiCES_devkit\source-16k\sp0159\Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0159\sp0159__Lab41-SRI-VOiCES-src-sp0159-ch135897-sg0010__seg0005.wav,16000,3.0,16.63,16.032
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026__seg0000.wav,16000,3.0,16.205,15.808
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026__seg0001.wav,16000,3.0,16.205,15.808
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026__seg0002.wav,16000,3.0,16.205,15.808
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026__seg0003.wav,16000,3.0,16.205,15.808
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026__seg0004.wav,16000,3.0,16.205,15.808
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122152-sg0026__seg0005.wav,16000,3.0,16.205,15.808
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027__seg0000.wav,16000,3.0,15.735,15.2
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027__seg0001.wav,16000,3.0,15.735,15.2
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027__seg0002.wav,16000,3.0,15.735,15.2
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027__seg0003.wav,16000,3.0,15.735,15.2
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027__seg0004.wav,16000,3.0,15.735,15.2
sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027,sp0196,0,not_allow,test,VOiCES_devkit\source-16k\sp0196\Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0196\sp0196__Lab41-SRI-VOiCES-src-sp0196-ch122159-sg0027__seg0005.wav,16000,3.0,15.735,15.2
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011__seg0000.wav,16000,3.0,15.79,15.52
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011__seg0001.wav,16000,3.0,15.79,15.52
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011__seg0002.wav,16000,3.0,15.79,15.52
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011__seg0003.wav,16000,3.0,15.79,15.52
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011__seg0004.wav,16000,3.0,15.79,15.52
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0011__seg0005.wav,16000,3.0,15.79,15.52
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025__seg0000.wav,16000,3.0,15.805,15.552
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025__seg0001.wav,16000,3.0,15.805,15.552
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025__seg0002.wav,16000,3.0,15.805,15.552
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025__seg0003.wav,16000,3.0,15.805,15.552
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025__seg0004.wav,16000,3.0,15.805,15.552
sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025,sp0198,0,not_allow,test,VOiCES_devkit\source-16k\sp0198\Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0198\sp0198__Lab41-SRI-VOiCES-src-sp0198-ch129977-sg0025__seg0005.wav,16000,3.0,15.805,15.552
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010__seg0000.wav,16000,3.0,16.005,15.296
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010__seg0001.wav,16000,3.0,16.005,15.296
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010__seg0002.wav,16000,3.0,16.005,15.296
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010__seg0003.wav,16000,3.0,16.005,15.296
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010__seg0004.wav,16000,3.0,16.005,15.296
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0010__seg0005.wav,16000,3.0,16.005,15.296
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027__seg0000.wav,16000,3.0,15.94,15.264
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027__seg0001.wav,16000,3.0,15.94,15.264
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027__seg0002.wav,16000,3.0,15.94,15.264
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027__seg0003.wav,16000,3.0,15.94,15.264
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027__seg0004.wav,16000,3.0,15.94,15.264
sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027,sp0205,0,not_allow,test,VOiCES_devkit\source-16k\sp0205\Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0205\sp0205__Lab41-SRI-VOiCES-src-sp0205-ch157088-sg0027__seg0005.wav,16000,3.0,15.94,15.264
sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022,sp0207,0,not_allow,test,VOiCES_devkit\source-16k\sp0207\Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0207\sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022__seg0000.wav,16000,3.0,16.55,15.68
sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022,sp0207,0,not_allow,test,VOiCES_devkit\source-16k\sp0207\Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022.wav,1,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0207\sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022__seg0001.wav,16000,3.0,16.55,15.68
sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022,sp0207,0,not_allow,test,VOiCES_devkit\source-16k\sp0207\Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022.wav,2,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0207\sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022__seg0002.wav,16000,3.0,16.55,15.68
sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022,sp0207,0,not_allow,test,VOiCES_devkit\source-16k\sp0207\Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022.wav,3,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0207\sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022__seg0003.wav,16000,3.0,16.55,15.68
sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022,sp0207,0,not_allow,test,VOiCES_devkit\source-16k\sp0207\Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022.wav,4,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0207\sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022__seg0004.wav,16000,3.0,16.55,15.68
sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022,sp0207,0,not_allow,test,VOiCES_devkit\source-16k\sp0207\Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022.wav,5,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0207\sp0207__Lab41-SRI-VOiCES-src-sp0207-ch122801-sg0022__seg0005.wav,16000,3.0,16.55,15.68
sp0207__Lab41-SRI-VOiCES-src-sp0207-ch143321-sg0035,sp0207,0,not_allow,test,VOiCES_devkit\source-16k\sp0207\Lab41-SRI-VOiCES-src-sp0207-ch143321-sg0035.wav,0,voice_access_files\data_cache\d9e067faca7e3c1c\segmented_audio\test\not_allow\sp0207\sp0207__Lab41-SRI-VOiCES-src-sp0207-ch143321-sg0035__seg0000.wav,16000,3.0,15.75,15.264
