recording_id,speaker,label,class_name,split,audio_path
sp1323__Lab41-SRI-VOiCES-src-sp1323-ch138548-sg0001,sp1323,0,not_allow,test,VOiCES_devkit\source-16k\sp1323\Lab41-SRI-VOiCES-src-sp1323-ch138548-sg0001.wav
sp1323__Lab41-SRI-VOiCES-src-sp1323-ch138548-sg0012,sp1323,0,not_allow,test,VOiCES_devkit\source-16k\sp1323\Lab41-SRI-VOiCES-src-sp1323-ch138548-sg0012.wav
sp1383__Lab41-SRI-VOiCES-src-sp1383-ch130532-sg0028,sp1383,0,not_allow,test,VOiCES_devkit\source-16k\sp1383\Lab41-SRI-VOiCES-src-sp1383-ch130532-sg0028.wav
sp1383__Lab41-SRI-VOiCES-src-sp1383-ch130533-sg0004,sp1383,0,not_allow,test,VOiCES_devkit\source-16k\sp1383\Lab41-SRI-VOiCES-src-sp1383-ch130533-sg0004.wav
sp1401__Lab41-SRI-VOiCES-src-sp1401-ch014358-sg0023,sp1401,0,not_allow,test,VOiCES_devkit\source-16k\sp1401\Lab41-SRI-VOiCES-src-sp1401-ch014358-sg0023.wav
sp1401__Lab41-SRI-VOiCES-src-sp1401-ch146770-sg0003,sp1401,0,not_allow,test,VOiCES_devkit\source-16k\sp1401\Lab41-SRI-VOiCES-src-sp1401-ch146770-sg0003.wav
sp1472__Lab41-SRI-VOiCES-src-sp1472-ch142848-sg0010,sp1472,0,not_allow,test,VOiCES_devkit\source-16k\sp1472\Lab41-SRI-VOiCES-src-sp1472-ch142848-sg0010.wav
sp1472__Lab41-SRI-VOiCES-src-sp1472-ch285314-sg0037,sp1472,0,not_allow,test,VOiCES_devkit\source-16k\sp1472\Lab41-SRI-VOiCES-src-sp1472-ch285314-sg0037.wav
sp1482__Lab41-SRI-VOiCES-src-sp1482-ch140071-sg0034,sp1482,0,not_allow,test,VOiCES_devkit\source-16k\sp1482\Lab41-SRI-VOiCES-src-sp1482-ch140071-sg0034.wav
sp1482__Lab41-SRI-VOiCES-src-sp1482-ch140072-sg0023,sp1482,0,not_allow,test,VOiCES_devkit\source-16k\sp1482\Lab41-SRI-VOiCES-src-sp1482-ch140072-sg0023.wav
sp1603__Lab41-SRI-VOiCES-src-sp1603-ch139325-sg0015,sp1603,0,not_allow,test,VOiCES_devkit\source-16k\sp1603\Lab41-SRI-VOiCES-src-sp1603-ch139325-sg0015.wav
sp1603__Lab41-SRI-VOiCES-src-sp1603-ch141713-sg0002,sp1603,0,not_allow,test,VOiCES_devkit\source-16k\sp1603\Lab41-SRI-VOiCES-src-sp1603-ch141713-sg0002.wav
sp1923__Lab41-SRI-VOiCES-src-sp1923-ch161972-sg0002,sp1923,0,not_allow,test,VOiCES_devkit\source-16k\sp1923\Lab41-SRI-VOiCES-src-sp1923-ch161972-sg0002.wav
sp1923__Lab41-SRI-VOiCES-src-sp1923-ch161975-sg0008,sp1923,0,not_allow,test,VOiCES_devkit\source-16k\sp1923\Lab41-SRI-VOiCES-src-sp1923-ch161975-sg0008.wav
sp1926__Lab41-SRI-VOiCES-src-sp1926-ch147979-sg0011,sp1926,0,not_allow,test,VOiCES_devkit\source-16k\sp1926\Lab41-SRI-VOiCES-src-sp1926-ch147979-sg0011.wav
sp1926__Lab41-SRI-VOiCES-src-sp1926-ch147987-sg0019,sp1926,0,not_allow,test,VOiCES_devkit\source-16k\sp1926\Lab41-SRI-VOiCES-src-sp1926-ch147987-sg0019.wav
sp2074__Lab41-SRI-VOiCES-src-sp2074-ch147193-sg0015,sp2074,0,not_allow,test,VOiCES_devkit\source-16k\sp2074\Lab41-SRI-VOiCES-src-sp2074-ch147193-sg0015.wav
sp2074__Lab41-SRI-VOiCES-src-sp2074-ch159371-sg0034,sp2074,0,not_allow,test,VOiCES_devkit\source-16k\sp2074\Lab41-SRI-VOiCES-src-sp2074-ch159371-sg0034.wav
sp2110__Lab41-SRI-VOiCES-src-sp2110-ch161100-sg0026,sp2110,0,not_allow,test,VOiCES_devkit\source-16k\sp2110\Lab41-SRI-VOiCES-src-sp2110-ch161100-sg0026.wav
sp2110__Lab41-SRI-VOiCES-src-sp2110-ch161101-sg0036,sp2110,0,not_allow,test,VOiCES_devkit\source-16k\sp2110\Lab41-SRI-VOiCES-src-sp2110-ch161101-sg0036.wav
sp2137__Lab41-SRI-VOiCES-src-sp2137-ch131742-sg0024,sp2137,0,not_allow,test,VOiCES_devkit\source-16k\sp2137\Lab41-SRI-VOiCES-src-sp2137-ch131742-sg0024.wav
sp2137__Lab41-SRI-VOiCES-src-sp2137-ch155944-sg0014,sp2137,0,not_allow,test,VOiCES_devkit\source-16k\sp2137\Lab41-SRI-VOiCES-src-sp2137-ch155944-sg0014.wav
sp2162__Lab41-SRI-VOiCES-src-sp2162-ch164461-sg0022,sp2162,0,not_allow,test,VOiCES_devkit\source-16k\sp2162\Lab41-SRI-VOiCES-src-sp2162-ch164461-sg0022.wav
sp2162__Lab41-SRI-VOiCES-src-sp2162-ch164461-sg0026,sp2162,0,not_allow,test,VOiCES_devkit\source-16k\sp2162\Lab41-SRI-VOiCES-src-sp2162-ch164461-sg0026.wav
sp2397__Lab41-SRI-VOiCES-src-sp2397-ch162253-sg0026,sp2397,0,not_allow,test,VOiCES_devkit\source-16k\sp2397\Lab41-SRI-VOiCES-src-sp2397-ch162253-sg0026.wav
sp2397__Lab41-SRI-VOiCES-src-sp2397-ch162253-sg0028,sp2397,0,not_allow,test,VOiCES_devkit\source-16k\sp2397\Lab41-SRI-VOiCES-src-sp2397-ch162253-sg0028.wav
sp2494__Lab41-SRI-VOiCES-src-sp2494-ch156014-sg0007,sp2494,0,not_allow,test,VOiCES_devkit\source-16k\sp2494\Lab41-SRI-VOiCES-src-sp2494-ch156014-sg0007.wav
sp2494__Lab41-SRI-VOiCES-src-sp2494-ch156019-sg0021,sp2494,0,not_allow,test,VOiCES_devkit\source-16k\sp2494\Lab41-SRI-VOiCES-src-sp2494-ch156019-sg0021.wav
sp2532__Lab41-SRI-VOiCES-src-sp2532-ch154838-sg0048,sp2532,0,not_allow,test,VOiCES_devkit\source-16k\sp2532\Lab41-SRI-VOiCES-src-sp2532-ch154838-sg0048.wav
sp2532__Lab41-SRI-VOiCES-src-sp2532-ch157475-sg0013,sp2532,0,not_allow,test,VOiCES_devkit\source-16k\sp2532\Lab41-SRI-VOiCES-src-sp2532-ch157475-sg0013.wav
sp2673__Lab41-SRI-VOiCES-src-sp2673-ch162129-sg0027,sp2673,0,not_allow,test,VOiCES_devkit\source-16k\sp2673\Lab41-SRI-VOiCES-src-sp2673-ch162129-sg0027.wav
sp2673__Lab41-SRI-VOiCES-src-sp2673-ch162130-sg0010,sp2673,0,not_allow,test,VOiCES_devkit\source-16k\sp2673\Lab41-SRI-VOiCES-src-sp2673-ch162130-sg0010.wav
sp2785__Lab41-SRI-VOiCES-src-sp2785-ch154282-sg0022,sp2785,0,not_allow,test,VOiCES_devkit\source-16k\sp2785\Lab41-SRI-VOiCES-src-sp2785-ch154282-sg0022.wav
sp2785__Lab41-SRI-VOiCES-src-sp2785-ch163322-sg0030,sp2785,0,not_allow,test,VOiCES_devkit\source-16k\sp2785\Lab41-SRI-VOiCES-src-sp2785-ch163322-sg0030.wav
sp2952__Lab41-SRI-VOiCES-src-sp2952-ch000407-sg0000,sp2952,0,not_allow,test,VOiCES_devkit\source-16k\sp2952\Lab41-SRI-VOiCES-src-sp2952-ch000407-sg0000.wav
sp2952__Lab41-SRI-VOiCES-src-sp2952-ch000408-sg0023,sp2952,0,not_allow,test,VOiCES_devkit\source-16k\sp2952\Lab41-SRI-VOiCES-src-sp2952-ch000408-sg0023.wav
sp3235__Lab41-SRI-VOiCES-src-sp3235-ch028433-sg0003,sp3235,0,not_allow,test,VOiCES_devkit\source-16k\sp3235\Lab41-SRI-VOiCES-src-sp3235-ch028433-sg0003.wav
sp3235__Lab41-SRI-VOiCES-src-sp3235-ch028452-sg0018,sp3235,0,not_allow,test,VOiCES_devkit\source-16k\sp3235\Lab41-SRI-VOiCES-src-sp3235-ch028452-sg0018.wav
sp3446__Lab41-SRI-VOiCES-src-sp3446-ch144019-sg0034,sp3446,0,not_allow,test,VOiCES_devkit\source-16k\sp3446\Lab41-SRI-VOiCES-src-sp3446-ch144019-sg0034.wav
sp3446__Lab41-SRI-VOiCES-src-sp3446-ch176270-sg0019,sp3446,0,not_allow,test,VOiCES_devkit\source-16k\sp3446\Lab41-SRI-VOiCES-src-sp3446-ch176270-sg0019.wav
sp3835__Lab41-SRI-VOiCES-src-sp3835-ch178030-sg0013,sp3835,0,not_allow,test,VOiCES_devkit\source-16k\sp3835\Lab41-SRI-VOiCES-src-sp3835-ch178030-sg0013.wav
sp3835__Lab41-SRI-VOiCES-src-sp3835-ch178030-sg0027,sp3835,0,not_allow,test,VOiCES_devkit\source-16k\sp3835\Lab41-SRI-VOiCES-src-sp3835-ch178030-sg0027.wav
sp3972__Lab41-SRI-VOiCES-src-sp3972-ch005791-sg0023,sp3972,0,not_allow,test,VOiCES_devkit\source-16k\sp3972\Lab41-SRI-VOiCES-src-sp3972-ch005791-sg0023.wav
sp3972__Lab41-SRI-VOiCES-src-sp3972-ch185074-sg0031,sp3972,0,not_allow,test,VOiCES_devkit\source-16k\sp3972\Lab41-SRI-VOiCES-src-sp3972-ch185074-sg0031.wav
sp3994__Lab41-SRI-VOiCES-src-sp3994-ch011512-sg0019,sp3994,0,not_allow,test,VOiCES_devkit\source-16k\sp3994\Lab41-SRI-VOiCES-src-sp3994-ch011512-sg0019.wav
sp3994__Lab41-SRI-VOiCES-src-sp3994-ch149798-sg0034,sp3994,0,not_allow,test,VOiCES_devkit\source-16k\sp3994\Lab41-SRI-VOiCES-src-sp3994-ch149798-sg0034.wav
sp4064__Lab41-SRI-VOiCES-src-sp4064-ch019132-sg0011,sp4064,0,not_allow,test,VOiCES_devkit\source-16k\sp4064\Lab41-SRI-VOiCES-src-sp4064-ch019132-sg0011.wav
sp4064__Lab41-SRI-VOiCES-src-sp4064-ch077779-sg0028,sp4064,0,not_allow,test,VOiCES_devkit\source-16k\sp4064\Lab41-SRI-VOiCES-src-sp4064-ch077779-sg0028.wav
sp4071__Lab41-SRI-VOiCES-src-sp4071-ch039616-sg0018,sp4071,0,not_allow,test,VOiCES_devkit\source-16k\sp4071\Lab41-SRI-VOiCES-src-sp4071-ch039616-sg0018.wav
sp4071__Lab41-SRI-VOiCES-src-sp4071-ch176278-sg0024,sp4071,0,not_allow,test,VOiCES_devkit\source-16k\sp4071\Lab41-SRI-VOiCES-src-sp4071-ch176278-sg0024.wav
sp4535__Lab41-SRI-VOiCES-src-sp4535-ch279852-sg0008,sp4535,0,not_allow,test,VOiCES_devkit\source-16k\sp4535\Lab41-SRI-VOiCES-src-sp4535-ch279852-sg0008.wav
sp4535__Lab41-SRI-VOiCES-src-sp4535-ch279856-sg0025,sp4535,0,not_allow,test,VOiCES_devkit\source-16k\sp4535\Lab41-SRI-VOiCES-src-sp4535-ch279856-sg0025.wav
sp4899__Lab41-SRI-VOiCES-src-sp4899-ch032639-sg0029,sp4899,0,not_allow,test,VOiCES_devkit\source-16k\sp4899\Lab41-SRI-VOiCES-src-sp4899-ch032639-sg0029.wav
sp4899__Lab41-SRI-VOiCES-src-sp4899-ch032658-sg0012,sp4899,0,not_allow,test,VOiCES_devkit\source-16k\sp4899\Lab41-SRI-VOiCES-src-sp4899-ch032658-sg0012.wav
sp5400__Lab41-SRI-VOiCES-src-sp5400-ch003587-sg0032,sp5400,0,not_allow,test,VOiCES_devkit\source-16k\sp5400\Lab41-SRI-VOiCES-src-sp5400-ch003587-sg0032.wav
sp5400__Lab41-SRI-VOiCES-src-sp5400-ch034478-sg0035,sp5400,0,not_allow,test,VOiCES_devkit\source-16k\sp5400\Lab41-SRI-VOiCES-src-sp5400-ch034478-sg0035.wav
sp5401__Lab41-SRI-VOiCES-src-sp5401-ch102526-sg0024,sp5401,0,not_allow,test,VOiCES_devkit\source-16k\sp5401\Lab41-SRI-VOiCES-src-sp5401-ch102526-sg0024.wav
sp5401__Lab41-SRI-VOiCES-src-sp5401-ch102526-sg0030,sp5401,0,not_allow,test,VOiCES_devkit\source-16k\sp5401\Lab41-SRI-VOiCES-src-sp5401-ch102526-sg0030.wav
sp5909__Lab41-SRI-VOiCES-src-sp5909-ch107621-sg0019,sp5909,0,not_allow,test,VOiCES_devkit\source-16k\sp5909\Lab41-SRI-VOiCES-src-sp5909-ch107621-sg0019.wav
sp5909__Lab41-SRI-VOiCES-src-sp5909-ch111961-sg0031,sp5909,0,not_allow,test,VOiCES_devkit\source-16k\sp5909\Lab41-SRI-VOiCES-src-sp5909-ch111961-sg0031.wav
sp5968__Lab41-SRI-VOiCES-src-sp5968-ch061356-sg0007,sp5968,0,not_allow,test,VOiCES_devkit\source-16k\sp5968\Lab41-SRI-VOiCES-src-sp5968-ch061356-sg0007.wav
sp5968__Lab41-SRI-VOiCES-src-sp5968-ch061356-sg0022,sp5968,0,not_allow,test,VOiCES_devkit\source-16k\sp5968\Lab41-SRI-VOiCES-src-sp5968-ch061356-sg0022.wav
sp6147__Lab41-SRI-VOiCES-src-sp6147-ch034605-sg0039,sp6147,0,not_allow,test,VOiCES_devkit\source-16k\sp6147\Lab41-SRI-VOiCES-src-sp6147-ch034605-sg0039.wav
sp6147__Lab41-SRI-VOiCES-src-sp6147-ch034607-sg0031,sp6147,0,not_allow,test,VOiCES_devkit\source-16k\sp6147\Lab41-SRI-VOiCES-src-sp6147-ch034607-sg0031.wav
sp6241__Lab41-SRI-VOiCES-src-sp6241-ch061943-sg0024,sp6241,0,not_allow,test,VOiCES_devkit\source-16k\sp6241\Lab41-SRI-VOiCES-src-sp6241-ch061943-sg0024.wav
sp6241__Lab41-SRI-VOiCES-src-sp6241-ch066616-sg0012,sp6241,0,not_allow,test,VOiCES_devkit\source-16k\sp6241\Lab41-SRI-VOiCES-src-sp6241-ch066616-sg0012.wav
sp6415__Lab41-SRI-VOiCES-src-sp6415-ch111615-sg0009,sp6415,0,not_allow,test,VOiCES_devkit\source-16k\sp6415\Lab41-SRI-VOiCES-src-sp6415-ch111615-sg0009.wav
sp6415__Lab41-SRI-VOiCES-src-sp6415-ch111615-sg0015,sp6415,0,not_allow,test,VOiCES_devkit\source-16k\sp6415\Lab41-SRI-VOiCES-src-sp6415-ch111615-sg0015.wav
sp7000__Lab41-SRI-VOiCES-src-sp7000-ch083696-sg0005,sp7000,0,not_allow,test,VOiCES_devkit\source-16k\sp7000\Lab41-SRI-VOiCES-src-sp7000-ch083696-sg0005.wav
sp7000__Lab41-SRI-VOiCES-src-sp7000-ch083706-sg0005,sp7000,0,not_allow,test,VOiCES_devkit\source-16k\sp7000\Lab41-SRI-VOiCES-src-sp7000-ch083706-sg0005.wav
sp7188__Lab41-SRI-VOiCES-src-sp7188-ch082904-sg0000,sp7188,0,not_allow,test,VOiCES_devkit\source-16k\sp7188\Lab41-SRI-VOiCES-src-sp7188-ch082904-sg0000.wav
sp7188__Lab41-SRI-VOiCES-src-sp7188-ch082904-sg0002,sp7188,0,not_allow,test,VOiCES_devkit\source-16k\sp7188\Lab41-SRI-VOiCES-src-sp7188-ch082904-sg0002.wav
sp7276__Lab41-SRI-VOiCES-src-sp7276-ch090847-sg0014,sp7276,0,not_allow,test,VOiCES_devkit\source-16k\sp7276\Lab41-SRI-VOiCES-src-sp7276-ch090847-sg0014.wav
sp7276__Lab41-SRI-VOiCES-src-sp7276-ch284424-sg0029,sp7276,0,not_allow,test,VOiCES_devkit\source-16k\sp7276\Lab41-SRI-VOiCES-src-sp7276-ch284424-sg0029.wav
sp7540__Lab41-SRI-VOiCES-src-sp7540-ch101258-sg0017,sp7540,0,not_allow,test,VOiCES_devkit\source-16k\sp7540\Lab41-SRI-VOiCES-src-sp7540-ch101258-sg0017.wav
sp7540__Lab41-SRI-VOiCES-src-sp7540-ch101799-sg0011,sp7540,0,not_allow,test,VOiCES_devkit\source-16k\sp7540\Lab41-SRI-VOiCES-src-sp7540-ch101799-sg0011.wav
sp7881__Lab41-SRI-VOiCES-src-sp7881-ch105574-sg0015,sp7881,0,not_allow,test,VOiCES_devkit\source-16k\sp7881\Lab41-SRI-VOiCES-src-sp7881-ch105574-sg0015.wav
sp7881__Lab41-SRI-VOiCES-src-sp7881-ch110131-sg0025,sp7881,0,not_allow,test,VOiCES_devkit\source-16k\sp7881\Lab41-SRI-VOiCES-src-sp7881-ch110131-sg0025.wav
sp7933__Lab41-SRI-VOiCES-src-sp7933-ch112597-sg0004,sp7933,0,not_allow,test,VOiCES_devkit\source-16k\sp7933\Lab41-SRI-VOiCES-src-sp7933-ch112597-sg0004.wav
sp7933__Lab41-SRI-VOiCES-src-sp7933-ch112597-sg0033,sp7933,0,not_allow,test,VOiCES_devkit\source-16k\sp7933\Lab41-SRI-VOiCES-src-sp7933-ch112597-sg0033.wav
sp7981__Lab41-SRI-VOiCES-src-sp7981-ch112057-sg0036,sp7981,0,not_allow,test,VOiCES_devkit\source-16k\sp7981\Lab41-SRI-VOiCES-src-sp7981-ch112057-sg0036.wav
sp7981__Lab41-SRI-VOiCES-src-sp7981-ch112061-sg0025,sp7981,0,not_allow,test,VOiCES_devkit\source-16k\sp7981\Lab41-SRI-VOiCES-src-sp7981-ch112061-sg0025.wav
sp8183__Lab41-SRI-VOiCES-src-sp8183-ch118119-sg0014,sp8183,0,not_allow,test,VOiCES_devkit\source-16k\sp8183\Lab41-SRI-VOiCES-src-sp8183-ch118119-sg0014.wav
sp8183__Lab41-SRI-VOiCES-src-sp8183-ch282977-sg0002,sp8183,0,not_allow,test,VOiCES_devkit\source-16k\sp8183\Lab41-SRI-VOiCES-src-sp8183-ch282977-sg0002.wav
sp8677__Lab41-SRI-VOiCES-src-sp8677-ch246948-sg0013,sp8677,0,not_allow,test,VOiCES_devkit\source-16k\sp8677\Lab41-SRI-VOiCES-src-sp8677-ch246948-sg0013.wav
sp8677__Lab41-SRI-VOiCES-src-sp8677-ch296078-sg0006,sp8677,0,not_allow,test,VOiCES_devkit\source-16k\sp8677\Lab41-SRI-VOiCES-src-sp8677-ch296078-sg0006.wav
sp8713__Lab41-SRI-VOiCES-src-sp8713-ch296159-sg0045,sp8713,0,not_allow,test,VOiCES_devkit\source-16k\sp8713\Lab41-SRI-VOiCES-src-sp8713-ch296159-sg0045.wav
sp8713__Lab41-SRI-VOiCES-src-sp8713-ch300047-sg0019,sp8713,0,not_allow,test,VOiCES_devkit\source-16k\sp8713\Lab41-SRI-VOiCES-src-sp8713-ch300047-sg0019.wav
p225__p225_003_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_003_mic1.wav
p225__p225_006_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_006_mic1.wav
p225__p225_177_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_177_mic1.wav
p225__p225_193_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_193_mic1.wav
p225__p225_208_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_208_mic1.wav
p225__p225_211_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_211_mic1.wav
p225__p225_212_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_212_mic1.wav
p225__p225_235_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_235_mic1.wav
p225__p225_237_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_237_mic1.wav
p225__p225_264_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_264_mic1.wav
p225__p225_266_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_266_mic1.wav
p225__p225_273_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_273_mic1.wav
p225__p225_274_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_274_mic1.wav
p225__p225_276_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_276_mic1.wav
p225__p225_282_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_282_mic1.wav
p225__p225_289_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_289_mic1.wav
p225__p225_290_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_290_mic1.wav
p225__p225_295_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_295_mic1.wav
p225__p225_296_mic1,p225,1,allow,test,VOiCES_devkit\source-16k\p225\p225_296_mic1.wav
